Part No.;Type;Manufacture;Terrestrial;Flight;TID-Co60;TID-ELDRS;TID-Protons;TID-Electrons;SEU;SET;SEFI;SEL;SEB;SEGR;Dose Rate;DD-Protons;DD-Neutrons;Facilities;Standard;Environment;Shielding
ADS7881;12 bit ADC;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
AD5544ARS;16 bit DAC;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
MT29F4G08ABADAHC;4 Gb SLC NAND Flash;Micron;Y;;;;;;;;H;;;;;;;;;;
VA32_HDR2/TA32C;Detector and Readout;IDE;Y;;;;;;;;;H;;;;;;;;;
VA32HDR14.2/TA32CG3;Detector and Readout;IDE;Y;;;;;;;;;H;;;;;;;;;
M3G2804R513R5T;DC-DC Converter;International Rectifier;Y;;;;;;;;;H;;;;;;;;;
MTR28515;DC-DC Converter;Interpoint;Y;;;;;;;;;H;H;H;;;;;;;
CD4066;Analog Switch;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
DRS4485;RS485 Transceiver;Aeroflex;Y;;;;;;;H;;;;;;;;;;;
EZ-USB FX2;USB Microcontroller;Cypress;Y;;;;;;;;P;H;;;;;;;;;
2512 HUB;USB Hub;Cypress;Y;;;;;;;;;H,P;;;;;;;;;
MIC4424;MOSFET Driver;Micrel;Y;;;;;;;;;H;;;;;;;;;
LTC1419AIG;14 bit ADC;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
iCE65L04VF-LCB284C;FPGA;SiliconBlue;Y;;;;;;;;;H;;;;;;;;;
EP4SGX230KF40;FPGA;Altera;Y;;;;;;;;;H;;;;;;;;;
BUF634;Buffer;Texas Instruments;Y;;;;;;;L;;;;;;;;;;;
SG1524BJ;Pulse Width Modulator;Microsemi;Y;;;;;;;;;H;H;H;;;;;;;
OP497;Operational Amplifier;Analog Devices;Y;;;;;;;H;;;;;;;;;;;
AMP01;Instrumentation Amplifier;Analog Devices;Y;;;;;;;L;;;;;;;;;;;
LF198;Sample and Hold;Texas Instruments;Y;;;;;;;L;;;;;;;;;;;
OP400;Operational Amplifier;Analog Devices;Y;;;;;;;L;;;;;;;;;;;
OP470A;Operational Amplifier;Analog Devices;Y;;;;;;;H;;;;;;;;;;;
OP484;Operational Amplifier;Analog Devices;Y;;;;;;;L;;;;;;;;;;;
JANTX2N6790;Power MOSFET;International Rectifier;Y;;;;;;;;;;H;H;;;;;;;
IRF5NJ5305;Power MOSFET;International Rectifier;Y;;;;;;;;;;H;H;;;;;;;
2SJ1A03;Power MOSFET;Fuji;Y;;;;;;;;;;H;H;;;;;;;
2SJ1A09;Power MOSFET;Fuji;Y;;;;;;;;;;H;H;;;;;;;
NSD1A01;Power MOSFET;Fuji;Y;;;;;;;;;;H;H;;;;;;;
CGH40180PP;GaN HEMPT;Cree;Y;;;;;;;;;;H;H;;;;;;;
CGH40120F;GaN HEMPT;Cree;Y;;;;;;;;;;H;H;;;;;;;
SFC9550;Power MOSFET;Semicoa;Y;;;;;;;;;;H;H;;;;;;;
IRHM57260SE;Power MOSFET;International Rectifier;Y;;;;;;;;;;H;H;;;;;;;
LM111;Voltage Comparator;National Semiconductor;Y;;;;;;;H;;;;;;;;;;;
LM119;Voltage Comparator;National Semiconductor;Y;;;;;;;H;;;;;;;;;;;
AD588;Voltage Reference;Analog Devices;Y;;;;;;;H;;;;;;;;;;;
RH1009;Voltage Reference;Linear Technology;Y;;;;;;;H;;;;;;;;;;;
IS1009;Voltage Reference;Intersil;Y;;;;;;;H;;;;;;;;;;;
LM117HV;Low Dropout Voltage Regulator;National Semiconductor;Y;;;;;;;H;;;;;;;;;;;
LT1963ES8;Low Dropout Voltage Regulator;Linear Technology;Y;;;;;;;H;;;;;;;;;;;
LT1755IS8;Low Dropout Voltage Regulator;Linear Technology;Y;;;;;;;H;;;;;;;;;;;
MSK5920-1.5;Low Dropout Voltage Regulator;MS Kennedy;Y;;;;;;;H;;;;;;;;;;;
RH1086;Low Dropout Voltage Regulator;Linear Technology;Y;;;;;;;H;;;;;;;;;;;
LM3940;Low Dropout Voltage Regulator;National Semiconductor;Y;;;;;;;H;;;;;;;;;;;
;Oxigraft Board, CPU, I/O Boards;;Y;;;;;;;;P;;;;;;;;;;
AN64561;Ethernet hub abd Gateway (Modified);Goodrich;Y;;;;;;;;P;;;;;;;;;;
;Wireless Access Point;Bel-Air 100n;Y;;;;;;;;P;;;;;;;;;;
MACH4002;48 port Ethernet Switch;Hirschmann;Y;;;;;;;;P;;;;;;;;;;
OMT355;Portable Oxygen Monitor;Vaisala;Y;;;;;;;;P;;;;;;;;;;
MSO-19;Oscilloscope;Link Instruments;Y;;;;;;;;P;;;;;;;;;;
Model#4277;Oscilloscope;PicoScope;Y;;;;;;;;P;;;;;;;;;;
MB294LL/A;iPAD 64GB;Apple;Y;;;;;;;;P;;;;;;;;;;
MB294LL/A;iPAD 16GB;Apple;Y;;;;;;;;P;;;;;;;;;;
DVR;Flash XDR;Convergent Design;Y;;;;;;;;P;;;;;;;;;;
88E1111-B2-BAB-I000;Gigabit Ethernet Phy;Marvell;Y;;;;;;;;P;;;;;;;;;;
X4VFX40-11FFG1152I;FPGA;Xilinx;Y;;;;;;;;P;;;;;;;;;;
MMBT3904LT1G;NPN BJT;Fairchild Semicinductor;Y;;;;;;;;P;;;;;;;;;;
SDG33122203-801;Pulse Width Modulator;Texas Instruments;Y;;;;;;;;P;;;;;;;;;;
TE28FS0J8D75A;32 Mb Flash;Numoryx;Y;;;;;;;;P;;;;;;;;;;
MT4682M16P-5BIT;512 MB SDRAM;Micron;Y;;;;;;;;P;;;;;;;;;;
;Power IC's Laptop;;Y;;;;;;;;P;;;;;;;;;;
;Ethernet IC's;;Y;;;;;;;;P;;;;;;;;;;
;Graphic Memory;;Y;;;;;;;;P;;;;;;;;;;
;Docking Station;;Y;;;;;;;;P;;;;;;;;;;
GM965;North Bridge Chipset;;Y;;;;;;;;P;;;;;;;;;;
GM965;South Bridge Chipset;;Y;;;;;;;;P;;;;;;;;;;
39T2829;Optical Drive;Lenovo;Y;;;;;;;;P;;;;;;;;;;
39T2850;Optical Drive;Lenovo;Y;;;;;;;;P;;;;;;;;;;
;Video Graphics Processor;;Y;;;;;;;;P;;;;;;;;;;
T73C0;Microprocessor;Intel;Y;;;;;;;;P;;;;;;;;;;
T78C0;Microprocessor;Intel;Y;;;;;;;;P;;;;;;;;;;
T77C0;Microprocessor;Intel;Y;;;;;;;;P;;;;;;;;;;
T75C0;Microprocessor;Intel;Y;;;;;;;;P;;;;;;;;;;
AD670;8 bit ADC;Analog Devices;Y;;Y;;;;;;;H;;;;;;;;;
AD7821;8 bit ADC;Analog Devices;Y;;Y;;;;;;;H;;;;;;;;;
ADC1175;8 bit ADC;Texas Instruments;Y;;Y;;;;;;;H;;;;;;;;;
SPT7725;8 bit ADC;Fairchild Semicinductor;Y;;Y;;;;;;;H;;;;;;;;;
HI1276;8 bit ADC;Intersil;Y;;;;;;;;;H;;;;;;;;;
AD571;10 bit ADC;Analog Devices;Y;;Y;;;;;;;H;;;;;;;;;
AD9200;10 bit ADC;Analog Devices;Y;;Y;;;;;;;H;;;;;;;;;
AD574;12 bit ADC;Analog Devices;Y;;Y;Y;;;;;;H;;;;;;;;;
AD9024;12 bit ADC;Analog Devices;Y;;Y;;;;;;;H;;;;;;;;;
AD1672;12 bit ADC;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
LTC1409;12 bit ADC;Linear Technology;Y;;Y;;;;;;;H;;;;;;;;;
AD1674;12 bit ADC;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
AD6640;12 bit ADC;Analog Devices;Y;;Y;;;;;;;H;;;;;;;;;
AD7854;12 bit ADC;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
AD7858;12 bit ADC;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
AD7888;12 bit ADC;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
AD7472;12 bit ADC;Analog Devices;Y;;Y;;;;;;;H;;;;;;;;;
AD7476;12 bit ADC;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
AD9223;12 bit ADC;Analog Devices;Y;;Y;;;;;;;H;;;;;;;;;
LTC1272;12 bit ADC;Linear Technology;Y;;Y;;;;;;;H;;;;;;;;;
AD1671;12 bit ADC;Analog Devices;Y;;Y;;;;;;;H;;;;;;;;;
LTC1407;12/14 bit ADC;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
LTC2297;14 bit ADC;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
AD9240;14 bit ADC;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
LTC1417;14 bit ADC;Linear Technology;Y;;Y;;;;;;;H;;;;;;;;;
LTC1419;14 bit ADC;Linear Technology;Y;;Y;;;;;;;H;;;;;;;;;
ADC14155;14 bit ADC;Analog Devices;Y;;Y;;;;;;;H;;;;;;;;;
AD9259;14 bit ADC;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
LTC1604;16 bit ADC;Linear Technology;Y;;Y;;;;;;;H;;;;;;;;;
LTC1609;16 bit ADC;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
LTC1608;16 bit ADC;Linear Technology;Y;;Y;;;;;;;H;;;;;;;;;
LTC1864;16 bit ADC;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
ADS7809;16 bit ADC;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
AD977;16 bit ADC;Analog Devices;Y;;;Y;;;;;;H;;;;;;;;;
AD7664;16 bit ADC;Analog Devices;Y;;Y;;;;;;;H;;;;;;;;;
MAX195;16 bit ADC;Maxim;Y;;Y;;;;;;;H;;;;;;;;;
ADS5483;16 bit ADC;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
LTC1605;16 bit ADC;Linear Technology;Y;;;;;;;;;H;;;;;;;;;
AD976;16 bit ADC;Analog Devices;Y;;Y;;;;;;;H;;;;;;;;;
CS5016;16 bit ADC;Cirrus Logic;Y;;;;;;;;;H;;;;;;;;;
AD7621;16 bit ADC;Analog Devices;Y;;;;;;;;;H;;;;;;;;;
AD7714;24 bit ADC;Analog Devices;Y;;Y;;;;;;;H;;;;;;;;;
AD7760;24 bit ADC;Analog Devices;Y;;Y;;;;;;;H;;;;;;;;;
DA1620W;Temperature Transducer;Dallas Semiconductor;Y;;;;;;;;;H;;;;;;;;;
DS1624;Temperature Transducer;Dallas Semiconductor;Y;;;;;;;;;H;;;;;;;;;
IRF640NPBF;Power MOSFET;International Rectifier;Y;;;;;;;;;;H;H;;;;;;;
XCV300-4PQ240I;FPGA;Xilinx;Y;;;;;;;;;H;;;;;;;;;
2N2222;NPN BJT;Semicoa;Y;;Y;;;Y;;;;;;;;;;;;;
2N2907;PNP BJT;Microsemi;Y;;Y;;;Y;;;;;;;;;;;;;
MCM2760-4M;Oscillator;Q-Tech;Y;;Y;;;Y;;;;;;;;;;;;;
RH1021-5;Voltage Reference;Linear Technology;Y;;Y;;;Y;;;;;;;;;;;;;
LS2805S;DC-DC Converter;International Rectifier;Y;;Y;;;Y;;;;;;;;;;;;;
DS1624;Voltage Reference;Linear Technology;Y;;Y;;;;;;;;;;;;;;;;
FS18B20;Temperature Transducer;Dallas Semiconductor;Y;;YH;;;;;;;;;;;;;;;;
;0.25um 4Mb SRAM;;Y;;Y;;;;;;;;;;;;;;;;
AD7846SQ;16 bit DAC;Analog Devices;Y;;;;;;;H;;H;;;;;;;;;
PE9915X;DC-DC Converter;Peregrine Semiconductor;Y;;Y;;;;;H;H;H;H;H;;;;;;;
A2F200-FG484;FPGA;Microsemi;Y;;Y;;;;;;;;;;;;;;;;
TMP36;Temperature Transducer;Analog Devices;Y;;Y;Y;;;;;;;;;;;;;;;
ISL75051SRH;Low Dropout Voltage Regulator;Intersil;Y;;Y;;;;;H;;H;H;;;;;;;;
ISL70227SRH;Operational Amplifier;Intersil;Y;;;;;;;;;;;;;;Y;;;;
UT16AD40P;16 bit ADC;Aeroflex;Y;;Y;;;;;;;H;;;;;;;;;
ISL75051SRH;Low Dropout Voltage Regulator;Intersil;Y;;Y;;;;;;;;;;;;;;;;
ISL70417SRH;Operational Amplifier;Intersil;Y;;Y;;;;;;;;;;;;;;;;
2SJ1A03;Power MOSFET;Fuji;Y;;;;;;;;;;H;H;;;;;;;
2SJ1A09;Power MOSFET;Fuji;Y;;;;;;;;;;H;H;;;;;;;
2SK1A01;Power MOSFET;Fuji;Y;;;;;;;;;;H;H;;;;;;;
IRF5NJZ48;Power MOSFET;International Rectifier;Y;;;;;;;;;;H;H;;;;;;;
IRF5NJ530;Power MOSFET;International Rectifier;Y;;;;;;;;;;H;H;;;;;;;
2N7616;Power MOSFET;Semicoa;Y;;;;;;;;;;H;H;;;;;;;
Test Structure;90nm SiGe HBTs;IBM;Y;;;;;;;L;;;;;;Y;;;;;
RH1499;Operational Amplifier;Linear Technology;Y;;Y;Y;;;;;;;;;;;;;;;
HS4424;Power MOSFET Driver;Intersil;Y;;Y;Y;;;;;;;;;;;;;;;
RH1009MW;Voltage Reference;Linear Technology;Y;;Y;Y;;;;;;;;;;;;;;;
RHFL4913;Low Dropout Voltage Regulator;ST Microelectronics;Y;;Y;Y;;;;;;;;;;;;;;;
IS1009;Voltage Reference;Intersil;Y;;Y;Y;;;;;;;;;;;;;;;
2N2222A;NPN BJT;;Y;;Y;Y;;;;;;;;;;;;;;;
2N2907A;PNP BJT;;Y;;Y;Y;;;;;;;;;;;;;;;
2N2369A;NPN BJT;;Y;;Y;Y;;;;;;;;;;;;;;;
2N3700;NPN BJT;;Y;;Y;Y;;;;;;;;;;;;;;;
2N5154;NPN BJT;;Y;;Y;Y;;;;;;;;;;;;;;;
2N5153;PNP BJT;;Y;;Y;Y;;;;;;;;;;;;;;;
2N2857;NPN BJT;;Y;;Y;Y;;;;;;;;;;;;;;;
;SDRAM;Micron;Y;;Y;;;;;;;;;;;;;;;;
AD8212;Current Monitor;Analog Devices;Y;;Y;;;;;;;;;;;;;;;;
A4 3300;Microprocessor;AMD;Y;;Y;;;;;;;;;;;;;;;;
OMH3075S;Hall Effect Sensor;Optek;Y;;Y;;;;;;;;;;;;;;;;
UC1524A;Pulse Width Modulator;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
LM139AWRQMLV;Voltage Comparator;Texas Instruments;Y;;;Y;;;;;;;;;;;;;;;
NBSG53AMN;Flip-Flop;ON Semi;Y;;Y;;;;;;;;;;;;;;;;
53124;Solis State Relay;Micropac;Y;;;;;;;;;;;;;Y;;;;;
OP200A;Operational Amplifier;Analog Devices;Y;;Y;;;;;;;;;;;;;;;;
AD847;Operational Amplifier;Analog Devices;Y;;Y;;;;;;;;;;;;;;;;
LM124;Operational Amplifier;Texas Instruments;Y;;Y;Y;;;;;;;;;;;;;;;
LM158AJRQMLV;Operational Amplifier;Texas Instruments;Y;;Y;Y;;;;;;;;;;;;;;;
RH1013MH;Operational Amplifier;Linear Technology;Y;;Y;Y;;;;;;;;;;;;;;;
RH1013MJ8;Operational Amplifier;Linear Technology;Y;;Y;Y;;;;;;;;;;;;;;;
RH1078MH;Operational Amplifier;Linear Technology;Y;;Y;Y;;;;;;;;;;;;;;;
RH1078W;Operational Amplifier;Linear Technology;Y;;Y;Y;;;;;;;;;;;;;;;
RHF310;Operational Amplifier;ST Microelectronics;Y;;Y;Y;;;;;;;;;;;;;;;
RHF43B;Operational Amplifier;ST Microelectronics;Y;;Y;Y;;;;;;;;;;;;;;;
BUY25CS54A;Power MOSFET;Infineon;Y;;Y;;;;;;;;;;;;;;;;
SFT5094-4;PNP BJT;SSDI;Y;;Y;;;;;;;;;;;;;;;;
2N2222;NPN BJT;Microsemi;Y;;;Y;;;;;;;;;;;;;;;
2N2639;NPN BJT;Semicoa;Y;;Y;Y;;;;;;;;;;;;;;;
2N2857;NPN BJT;Semicoa;Y;;Y;Y;;;;;;;;;;;;;;;
2N2907;PNP BJT;Microsemi;Y;;;Y;;;;;;;;;;;;;;;
2N3700;NPN BJT;Semicoa;Y;;;Y;;;;;;;;;;;;;;;
2N2222AJSR;NPN BJT;Semicoa;Y;;;Y;;;;;;;;;;;;;;;
2N2369;NPN BJT;Semicoa;Y;;Y;Y;;;;;;;;;;;;;;;
2N2857;NPN BJT;Semicoa;Y;;Y;Y;;;;;;;;;;;;;;;
2N2907;PNP BJT;Semicoa;Y;;;Y;;;;;;;;;;;;;;;
2N5135;PNP BJT;Semicoa;Y;;Y;Y;;;;;;;;;;;;;;;
2N5154;NPN BJT;Semicoa;Y;;Y;Y;;;;;;;;;;;;;;;
AD581;Voltage Reference;Analog Devices;Y;;;Y;;;;;;;;;;;;;;;
LM117HRQMLV;Voltage Regulator;Texas Instruments;Y;;Y;Y;;;;;;;;;;;;;;;
LM136AH2.5QMLV;Voltage Reference;Texas Instruments;Y;;Y;Y;;;;;;;;;;;;;;;
LM317KTTR;Voltage Regulator;Texas Instruments;Y;;Y;Y;;;;;;;;;;;;;;;
LT10091IDR;Voltage Reference;Linear Technology;Y;;Y;Y;;;;;;;;;;;;;;;
RH1009MH;Voltage Reference;Linear Technology;Y;;Y;Y;;;;;;;;;;;;;;;
RH1009MW;Voltage Reference;Linear Technology;Y;;Y;Y;;;;;;;;;;;;;;;
RH1021CMW-5;Voltage Reference;Linear Technology;Y;;Y;Y;;;;;;;;;;;;;;;
RH1021CMW-5;Voltage Reference;Linear Technology;Y;;Y;Y;;;;;;;;;;;;;;;
RHFL4913KP332;Voltage Regulator;ST Microelectronics;Y;;Y;Y;;;;;;;;;;;;;;;
RHFL4913ESY332;Voltage Regulator;ST Microelectronics;Y;;Y;Y;;;;;;;;;;;;;;;
TL750L05CDR;Low Dropout Voltage Regulator;Texas Instruments;Y;;Y;Y;;;;;;;;;;;;;;;
TL750M05CKTRR;Low Dropout Voltage Regulator;Texas Instruments;Y;;Y;Y;;;;;;;;;;;;;;;
Si7106DN;Power MOSFET;Vishay;Y;;Y;;;;;H;;;H;;;;;;;;
Si7107DN;Power MOSFET;Vishay;Y;;Y;;;;;H;;;H;;;;;;;;
LTC3113;Switching Regulator;Linear Technology;Y;;Y;;;;;H;;H;;;;;;;;;
MAX7109;Switching Regulator;Maxim;Y;;;;;;;H;;H;;;;;;;;;
BQ24650;Switching Regulator;Texas Instruments;Y;;Y;;;;;H;;H;;;;;Y;;;;
MAX4372;Current Monitor;Maxim;Y;;;;;;;H;;H;;;;;;;;;
CAT811;Power Supply Supervisor;ON Semi;Y;;;;;;;H;;H;;;;;;;;;
TLV702475;Low Dropout Voltage Regulator;Texas Instruments;Y;;;;;;;H;;H;;;;;;;;;
PCF8574;I2C Bus Expander;Phillips;Y;;;;;;;H;;H;;;;;;;;;
LPC2148;Microprocessor;NXP Semiconductor;Y;;Y;;;;;;;H,N;;;;;;;;;
STM32F417IGH6;Microprocessor;ST Microelectronics;Y;;Y;;;;;P;;H,N;;;;;;;;;
XC6SLX150;FPGA;Xilinx;Y;;;;;;;P;;;;;;;;;;;
L3G4200D;MEMS Gyro;ST Microelectronics;Y;;Y;;;;;N;;;;;;;;;;;
MSK5978RH;Voltage Regulator;MS Kennedy;Y;;;;;;;H;;;;;;;;;;;
VRG8660;Voltage Regulator;Aeroflex;Y;;;;;;;H;;;;;;;;;;;
VRG8661;Voltage Regulator;Aeroflex;Y;;;;;;;H;;;;;;;;;;;
VRG8662;Voltage Regulator;Aeroflex;Y;;;;;;;H;;;;;;;;;;;
VRG8663;Voltage Regulator;Aeroflex;Y;;;;;;;H;;;;;;;;;;;
VRG8666;Voltage Regulator;Aeroflex;Y;;;;;;;H;;;;;;;;;;;
VRG8684;Voltage Regulator;Aeroflex;Y;;;;;;;H;;;;;;;;;;;
IRUH330;Low Dropout Voltage Regulator;International Rectifier;Y;;;;;;;H;;;;;;;;;;;
MSK5058RH;Low Dropout Voltage Regulator;MS Kennedy;Y;;;;;;;H;;;;;;;;;;;
LMP2012;Operational Amplifier;Texas Instruments;Y;;;;;;;H;;;;;;;;;;;
SMA1031;Amplifier;M/A-COM;Y;;;;;;;H;;;;;;;;;;;
NBSG53AMNG;Flip-Flop;ON Semi;Y;;;;;;;;;H;;;;;;;;;
54LVTH16244;Buffer;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
54LVTH16245;Transceiver;Texas Instruments;Y;;;;;;;;;H;;;;;;;;;
SA50-28;DC-DC Converter;Microsemi;Y;;;;;;;;;;H;;;;;;;;
M3G280515T;DC-DC Converter;International Rectifier;Y;;;;;;;;;;H;;;;;;;;
CMF20120D;Power MOSFET;Cree;Y;;;;;;;;;;;H;;;;;;;
CMF10120D;Power MOSFET;Cree;Y;;;;;;;;;;;H;;;;;;;
BT1206;BJT;TranSiC;Y;;;;;;;;;;H;;;;;;;;
SJEP120R100;JFET;SemiSouth;Y;;;;;;;;;;H;;;;;;;;
SJEP170R550;JFET;SemiSouth;Y;;;;;;;;;;H;;;;;;;;
SFR130S.5;Power MOSFET;SSDI;Y;;;;;;;;;;H;;;;;;;;
Test Structure;Power MOSFET;Tower JAZZ;Y;;;;;;;;;;H;;;;;;;;
BUY25CS54A;Power MOSFET;Infineon;Y;;;;;;;;;;;H;;;;;;;
2SK4188;Power MOSFET;Fuji;Y;;;;;;;;;;;H;;;;;;;
RAD7264;Power MOSFET;Aeroflex;Y;;;;;;;;;;;H;;;;;;;
STRH100N10FSY3;Power MOSFET;ST Microelectronics;Y;;;;;;;;;;;H;;;;;;;
SUM45N25-58;Power MOSFET;Vishay;Y;;;;;;;;;;H;;;;;;;;
HMC6416USLC3;Comparator;Hittite;Y;;;;;;;;;H;;;;;;;;;
NB7L14MNG;Buffer;ON Semi;Y;;;;;;;;;H;;;;;;;;;
MBRC20200CT;Schottky Diode;ON Semi;Y;;;;;;;;;;H;;;;;;;;
120720A;Schottky Diode;Crane Aerospace;Y;;;;;;;;;;H;;;;;;;;
53111;Solid State Relay;Micropac;Y;;;;;;;;;H;;;;;;;;;
ST16C554DIQ64;UART;EXAR Corporation;Y;;;;;;;;H;H;;;;;;;;;
MAX882ESA;Voltage Regulator;Maxim;Y;;;;;;;H;;;;;;;;;;;
LM317D2T;Voltage Regulator;ON Semi;Y;;Y;;;;;;;;;;;;Y;;;;
LM317EMP;Voltage Regulator;Texas Instruments;Y;;Y;;;;;;;;;;;;Y;;;;
LM337IMP;Voltage Regulator;Texas Instruments;Y;;Y;;;;;;;;;;;;Y;;;;
LP3990MF-1.8;Voltage Regulator;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
LM334;Current Source;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
LM340MP-5.0;Voltage Regulator;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
LP2980AIM5-3.3;Low Dropout Voltage Regulator;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
TL431;Voltage Reference;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
TL432;Voltage Reference;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
LT1236;Voltage Reference;Linear Technology;Y;;Y;;;;;;;;;;;;;;;;
MAX6350;Voltage Reference;Maxim;Y;;Y;;;;;;;;;;;;;;;;
MAX6341CSA;Voltage Reference;Maxim;Y;;Y;;;;;;;;;;;;;;;;
ADR434;Voltage Reference;Analog Devices;Y;;Y;;;;;;;;;;;;;;;;
BST82;Power MOSFET;Phillips;Y;;Y;;;;;;;;;;;;;;;;
IRFR9220;Power MOSFET;International Rectifier;Y;;Y;;;;;;;;;;;;;;;;
IRFB4310;Power MOSFET;International Rectifier;Y;;Y;;Y;;;;;;;;;;;;;;
STD10NF;Power MOSFET;ST Microelectronics;Y;;;;Y;;;;;;P;;;;;;;;
INA111;Instrumentation Amplifier;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
LM7372;Operational Amplifier;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
MAX4238;Operational Amplifier;Maxim;Y;;Y;;;;;;;;;;;;;;;;
ADA4899;Operational Amplifier;Analog Devices;Y;;Y;;;;;;;;;;;;;;;;
LMH6551MA;Operational Amplifier;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
MAX410ESA;Operational Amplifier;Maxim;Y;;Y;;;;;;;;;;;;;;;;
OPA2227;Operational Amplifier;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
INA141;Operational Amplifier;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
TL072C;Operational Amplifier;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
INA146;Instrumentation Amplifier;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
LM339D;Voltage Comparator;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
LM339M;Voltage Comparator;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
SN74ACT245D;Instrumentation Amplifier;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
SN74LVC16T245DGGR;Transceiver;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
UCC38C45DG4;Pulse Width Modulator;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
ADG4121;Analog Switch;Analog Devices;Y;;Y;;;;;;;;;;;;;;;;
AD5245;Digital Potentiometer;Analog Devices;Y;;;;Y;;;;;;;;;;;;;;
AD5231;Digital Potentiometer;Analog Devices;Y;;;;Y;;;;;;;;;;;;;;
TLP124;Optocoupler;Texas Instruments;Y;;Y;;;;;;;;;;;;;;;;
4N35;Optocoupler;Fairchild Semicinductor;Y;;Y;;;;;;;;;;;;;;;;
HCNR;Optocoupler;Hewlett Packard;Y;;Y;;;;;;;;;;;;;;;;
BCP53;PNP BJT;NXP Semiconductor;Y;;Y;;;;;;;;;;;;;;;;
BCP56;NPN BJT;NXP Semiconductor;Y;;Y;;;;;;;;;;;;;;;;
BSR18A;PNP BJT;Phillips;Y;;Y;;;;;;;;;;;;;;;;
BSR17A;NPN BJT;Phillips;Y;;Y;;;;;;;;;;;;;;;;
LHC4913;Voltage Regulator;ST Microelectronics;Y;;;;Y;;;;;P;;;;;;;;;
LM340MP-5.0;Voltage Regulator;Texas Instruments;Y;;;;YP;;;;;P,N;;;;;Y;;;;
MIC37302;Voltage Regulator;Micrel;Y;;;;YP;;;;;P,N;;;;;Y;;;;
LT1236ACS8-10;Voltage Reference;Linear Technology;Y;;;;YP;;;;;P,N;;;;;Y;;;;
MAX337CWI;Analog Multiplexer;Maxim;Y;;;;Y;;;;;;;;;;;;;;
ADS1271;ADC;Texas Instruments;Y;;;;YP;;;;H,P;H,P,N;;;;;Y;;;;
ADS1281;ADC;Texas Instruments;Y;;;;YP;;;;H,P;H,P,N;;;;;Y;;;;
MAX5541CSA;ADC;Maxim;Y;;;;YP;;;;P;P,N;;;;;Y;;;;
LM45CIM3;Temperature Transducer;Texas Instruments;Y;;;;Y;;;;;;;;;;;;;;
OPA2227U;Operational Amplifier;Analog Devices;Y;;;;Y;;;;;;;;;;;;;;
FMMT591;PNP BJT;Zetex;Y;;;;Y;;;;;;;;;;;;;;
66179-002;Optocoupler;Micropac;Y;;Y;;;;;P;;;;;;Y;Y;;;;
66193-002;Optocoupler;Micropac;Y;;Y;;;;;P;;;;;;Y;Y;;;;
66221-103;Optocoupler;Micropac;Y;;Y;;;;;P;;;;;;Y;Y;;;;
66224-105;Optocoupler;Micropac;Y;;Y;;;;;P;;;;;;Y;Y;;;;
HCPL5431;Optocoupler;Avago;Y;;Y;;;;;P;;;;;;Y;Y;;;;
HCPL5501;Optocoupler;Avago;Y;;Y;;;;;P;;;;;;Y;Y;;;;
HCPL5701;Optocoupler;Avago;Y;;Y;;;;;P;;;;;;Y;Y;;;;
OLH400;Optocoupler;Isolink;Y;;Y;;;;;P;;;;;;Y;Y;;;;
