Part No.,Type,Manufacture,Terrestrial,Flight,TID-Co60,TID-ELDRS,TID-Protons,TID-Electrons,Dose Rate,DD-Protons,DD-Neutrons,Facilities,Standard,Environment,Shielding,SEE
Guide to the Radiation,Effects Data Workshop 2022,,,,,,,,,,,,,,,[]
LM5180-Q1,DC-DC Converter,Texas Instruments,Y,,Y,,,,,,,,,,,[]
LM5155,DC-DC Converter,Texas Instruments,Y,,Y,,,,,,,,,,,[]
MCP1661,DC-DC Converter,Microchip,Y,,Y,,,,,,,,,,,[]
ADP1032,DC-DC Converter,Analog Devices,Y,,Y,,,,,,,,,,,[]
LT8303,DC-DC Converter,Analog Devices,Y,,Y,,,,,,,,,,,[]
MCP1755,Low Dropout Voltage Regulator,Microchip,Y,,Y,,,,,,,,,,,[]
LT3383,Power Management Integrated Circuit,Analog Devices,Y,,,,,,,,Y,,,,,[]
PF3000,Power Management Integrated Circuit,NXP Semiconductor,Y,,,,,,,,Y,,,,,[]
TPS65023,Power Management Integrated Circuit,Texas Instruments,Y,,,,,,,,Y,,,,,[]
ISL70321SEH,Power Supply Sequencer,Intersil,Y,,Y,,,,,,Y,,,,,[]
Prototype,PWM Controller,,Y,,,,,,,,,,,,,"['SET:H,L', 'SEFI:H,L']"
EPC7019,GaN Power FET,Efficient Power Conversion,Y,,Y,Y,,,,,Y,,,,,"['SEB:H', 'SEGR:H']"
EPC7014,GaN Power FET,Efficient Power Conversion,Y,,Y,Y,,,,,Y,,,,,"['SEB:H', 'SEGR:H']"
EPC7018,GaN Power FET,Efficient Power Conversion,Y,,Y,Y,,,,,Y,,,,,"['SEB:H', 'SEGR:H']"
ECP7004,GaN Power FET,Efficient Power Conversion,Y,,Y,Y,,,,,Y,,,,,"['SEB:H', 'SEGR:H']"
EPC7007,GaN Power FET,Efficient Power Conversion,Y,,Y,Y,,,,,Y,,,,,"['SEB:H', 'SEGR:H']"
AR54RHC11,Triple AND Gate,Apogee Semiconductor,Y,,Y,,,,,,,,,,,[]
AR54RHC301,Dual 3 Input Majority Voter,Apogee Semiconductor,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
AR54RHC504,5 Channel Level Translator,Apogee Semiconductor,Y,,,,,,,,,,,,,"['SET:H', 'SEL:H']"
Raspberry Pi Zero,Single Board Computer,,Y,,Y,,,,,,,,,,,['SEFI:H']
Raspberry Pi 3B+,Single Board Computer,,Y,,Y,,,,,,,,,,,['SEFI:H']
EMD4E001G16G2,MRAM 64Mbx16,Everspin,Y,,Y,,,,,,,,,,,[]
MT29F1T08EEHAF,3D NAND 1Tb,Micron,Y,,Y,,,,,,,,,,,[]
MKE02Z64VQH4,Microcontroller,NXP Semiconductor,Y,,,,,,,,,,,,,['SEU:Alpha']
Test Vehicle,22 nm SRAM,Global Foundries,Y,,,,,,,,,,,,,['SEU:e']
K4H1G-438,1 Gb SDRAM,Samsung,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H', 'SEL:H']"
Test structure,SDRAM,Maxwell,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
MT29F2G08B,Flash,Micron,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
Test structure,Shift Register,IBM,Y,,,,,,,,,,,,,['SEU:H']
Test structure,G FLX Logic Chip,LSI Logic,Y,,,,,,,,,,,,,['SEU:H']
Test structure,G FLX SRAM,LSI Logic,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
RTAX-S,FPGA,Actel,Y,,,,,,,,,,,,,['SEU:H']
RTSXSU,FPGA,Actel,Y,,,,,,,,,,,,,['SEU:H']
Eclipse,FPGA,Aeroflex,Y,,,,,,,,,,,,,['SEU:H']
72V36110,FIFO,Integrated Device Technologies,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
AD9042,12 bit ADC,Analog Devices,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H', 'SEL:H']"
TS8388BVF,8 bit ADC,Atmel,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
APA300-PQ208,FPGA,Actel,Y,,,,,,,,,,,,,['SEU:H']
9F2G08UOM,Flash,Samsung,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
UT8ER512K32,16Mbit SRAM,Aeroflex,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEL:H']"
"Test structure, 0.18um",12T SRAM,Jazz/ATK,Y,,Y,,,,,,,,,,,['SEU:H']
"Test structure, 0.18um",Non-Dice,Jazz/ATK,Y,,Y,,,,,,,,,,,['SEU:H']
"Test structure, 0.35um",12T SRAM,Jazz/ATK,Y,,Y,,,,,,,,,,,['SEU:H']
"Test structure, 0.35um",Non-Dice,Jazz/ATK,Y,,Y,,,,,,,,,,,['SEU:H']
"Test structure, 0.18um",12T SRAM,TSMC/ATK,Y,,Y,,,,,,,,,,,['SEU:H']
"Test structure, 0.18um",Non-Dice,TSMC/ATK,Y,,Y,,,,,,,,,,,['SEU:H']
"Test structure, 0.35um",12T SRAM,TSMC/ATK,Y,,Y,,,,,,,,,,,['SEU:H']
"Test structure, 0.35um",Non-Dice,TSMC/ATK,Y,,Y,,,,,,,,,,,['SEU:H']
54ACTQ08,AND Gate,National Semiconductor,Y,,,,,,,,,,,,,"['SEU:H', 'SET:H']"
54ACTQ241,Buffer/Driver,National Semiconductor,Y,,,,,,,,,,,,,"['SEU:H', 'SET:H']"
54ACTQ245,Transceiver,National Semiconductor,Y,,,,,,,,,,,,,"['SEU:H', 'SET:H']"
54ACTQ273,D Flip Flop,National Semiconductor,Y,,,,,,,,,,,,,"['SEU:H', 'SET:H']"
54ACTQ374,D Flip Flop,National Semiconductor,Y,,,,,,,,,,,,,"['SEU:H', 'SET:H']"
54ACQ374,D Flip Flop,National Semiconductor,Y,,,,,,,,,,,,,"['SEU:H', 'SET:H']"
"Test structures, 0.11um","SRAM-187/249, Qualification Chip",LSI Logic,Y,,Y,,,,,,,,,,,"['SEU:H', 'SET:H', 'SEL:H']"
"Test structures, 0.11um,
modified","SRAM-187/249, Qualification Chip",LSI Logic,Y,,Y,,,,,,,,,,,"['SEU:H', 'SET:H', 'SEL:H']"
"Test structures, 0.11um,
modified","SRAM-187/249, Qualification Chip",LSI Logic,Y,,Y,,,,,,,,,,,"['SEU:H', 'SET:H', 'SEL:H']"
ADC08D1000WG-QV,8 bit ADC,National Semiconductor,Y,,,,,,,,,,,,,['SEU:H']
BU-61582,Advance Communication Engine 1553,Data Devices Corporation,Y,,,,,,,,,,,,,['SEU:H']
Test structure,WX23A TSMC 1P8M EPI 130nm,Aeroflex,Y,,Y,,,,,,,,,,,"['SEU:H', 'SET:H']"
AT22V10,Programable Logic Array,Cypress,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
RH1013,Operational Amplifier,Linear Technology,Y,,,,,,,,,,,,,"['SEU:H', 'SET:H']"
MAX997,Voltage Comparator,Maxim,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
RHFL4913,Low Dropout Voltage Regulator,ST Microelectronics,Y,,,,,,,,,,,,,"['SEU:H', 'SET:H', 'SEL:H']"
K9F4G08U0A,4 Gbit Flash,Samsung,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
KH41G0X38,1 Gbit DDR SDRAM,Samsung,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
TLK2711,Transceiver,Texas Instruments,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H', 'SEB:H']"
K9F4608UOA,4Gbit Flash,Samsung,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
UT6325,FPGA,Aeroflex,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
MT47H128M8HQ-3E,1 Gbit DDR2 SDRAM,Micron,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H', 'SEL:H']"
R1LV1616RBG,SRAM,Renesas,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H', 'SEL:H']"
HY27UF084G2M,4 Gbit Flash,Hynix,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H', 'SEL:H']"
MT29F4G08AAAWP,4 Gbit Flash,Micron,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H', 'SEL:H']"
MB85R256,FRAM,Fujitsu Semiconductor,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H', 'SEL:H']"
FM22L16,FRAM,Ramtron International Corp.,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H,P', 'SEL:H,P']"
17302-001,EEPROM,Memtek,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H', 'SEL:H']"
Virtex-II,FPGA,Xilinx,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H', 'SEL:H']"
Viretx-4,FPGA,Xilinx,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H', 'SEL:H']"
CY23FS08,Failsafe,Cypress,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
PPC750,Microprocessor,IBM,Y,,,,,,,,,,,,,['SEU:H']
PPC750,Microprocessor,IBM,Y,,,,,,,,,,,,,['SEU:H']
XPC750,Microprocessor,Motorola,Y,,,,,,,,,,,,,['SEU:H']
XPC750,Microprocessor,Motorola,Y,,,,,,,,,,,,,['SEU:H']
PPC7455,Microprocessor,Motorola,Y,,,,,,,,,,,,,['SEU:H']
PPC7455,Microprocessor,Motorola,Y,,,,,,,,,,,,,['SEU:H']
PPC750FX,Microprocessor,IBM,Y,,,,,,,,,,,,,['SEU:H']
PPC750FX,Microprocessor,IBM,Y,,,,,,,,,,,,,['SEU:H']
PPC7457,Microprocessor,Motorola,Y,,,,,,,,,,,,,['SEU:H']
PPC7447,Microprocessor,Motorola,Y,,,,,,,,,,,,,['SEU:H']
PPC7448,Microprocessor,Motorola,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
SPARCTSC695F,Microprocessor,Atmel,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
OMH3040,Hall Effect Sensor,Optek,Y,,,,,,,,,,,,,['SEU:H']
AD9858,Direct Digital Synthesizer,Analog Devices,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
MT29F2G08AABWP,Flash,Micron,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
MT29F4G08AAAWP,Flash,Micron,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
HY27UF084G2B,Flash,Hynix,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
,2 Gbit Flash,ST Microelectronics,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
,1 Gbit Flash,Samsung,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
,2 Gbit Flash,Samsung,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
,4 Gbit Flash,Samsung,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
,1 Gbit Flash,Intel,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
S29JL0643,Flash,Spansion,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
S29JL0644,Flash,Spansion,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
K9F2G08UOM,Flash,Samsung,Y,,,,,,,,,,,,,['SEU:H']
UT8Q512K8,SRAM,Aeroflex,Y,,,,,,,,,,,,,['SEU:H']
UT8CR512K32,SRAM,Aeroflex,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
WMS128k8,SRAM,White Electronics,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
HY57V654020B,SDRAM,Hyundia,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
K4S510432M,SDRAM,Samsung,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
MT48LC128M4A2,SDRAM,Micron,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
MT29F4G08AAAWP,4 Gbit Flash,Micron,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
HY27UF084G2M,4 Gbit Flash,Hynix,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
K9F4G08U0A,4 Gbit Flash,Samsung,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
K9F8G08U0M,8 Gbit Flash,Samsung,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
K9F4G08U0A,4 Gbit Flash,Samsung,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
NAND04GW3B2B,4 Gbit Flash,STMicroelectronics,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
K9F8G08U0M,8 Gbit Flash,Samsung,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
,MT47H128M8HQ-3E,Micron,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEFI:H', 'SEL:H']"
MC100EL32,ECL Logic,ON Semiconducor,Y,,Y,,,,,,,,,,,['SEU:H']
MC100EP52,ECL Logic,ON Semiconducor,Y,,Y,,,,,,,,,,,['SEU:H']
NB100LVEP91,ECL Logic,ON Semiconducor,Y,,Y,,,,,,,,,,,['SEU:H']
MC100EP142,ECL Logic,ON Semiconducor,Y,,Y,,,,,,,,,,,['SEU:H']
TLK2711,Transceiver,Texas Instruments,Y,,Y,,,,,,,,,,,['SEU:H']
XQR4VLX200,FPGA,Xilinx,Y,,,,,,,,,,,,,"['SEU:H', 'SEB:H']"
ADG526A,Analog Multiplexer,Analog Devices,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
MT29F4G08AAAWP,4 Gbit Flash,Micron,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
K9F4G08U0A,4 Gbit Flash,Samsung,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
EDS5108ABTA,SDRAM,Eplidia,Y,,,,,,,,,,,,,"['SEU:H', 'SET:H', 'SEL:H']"
Test Structure,SRAM,IBM,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
,1 Mb MRAM,Honeywell,Y,,Y,,,,,,,,,,,['SEU:H']
K9F4G08U0APCB0,4Gb Flash,Samsung,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEFI:H', 'SEL:H']"
MT29F4G08AAWP,4Gb Flash,Micron,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEFI:H', 'SEL:H']"
W28C0108,128KB EEPROM,Northrop Grumman Corp,Y,,Y,,,,Y,,Y,,,,,"['SEU:H', 'SEL:H']"
LEON 3FT,Microprocessor,Aeroflex Gaisler,Y,,,,,,,,,,,,,['SEU:H']
,4-Port SpaceWire Router,Aeroflex Gaisler,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEL:H']"
RTAX-2000S,FPGA,Actel,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
MT29F4G08AAWP,4Gb NAND Flash,Micron,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H', 'SEL:H']"
VIRENA,ASIC,Freescale,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
S29GL512,NOR Flash,Spansion,Y,,,,,,,,,,,,,['SEU:H']
K9G8G08U0M,8Gb MLC Flash,Samsung,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
K9F8G08U0M,8Gb SLC Flash,Samsung,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
S29GL512,NOR Flash,Spansion,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
EDS5104ABTA-75,SDRAM,ELPIDA,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
,512Mbit SDRAM,Aeroflex,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEL:H']"
LM98640QML,14BIT ADC,National Semiconductor,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
MR0A08B,MRAM,Everspin,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEL:H']"
RHF1201,12bit ADC,ST Microelectronics,Y,,Y,,,,,,,,,,,"['SEU:H', 'SET:H', 'SEL:H', 'SEGR:H']"
DS16F95,"Transceiver, RS-485",BAE Systems,Y,,,Y,,,,,,,,,,"['SEU:H', 'SEL:H']"
ATmega128-AU16,Microcontroller,Atmel,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
AT90CAN128-AU16,Microcontroller,Atmel,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
Test Structures,RHBD 1P8M 130nm EPI process,Aeroflex,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
,Six Channel Electrometer ASIC,,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEL:H']"
VC33,Digital Signal Processor,Texas Instruments,Y,,Y,,,,Y,,,,,,,"['SEU:H', 'SEL:H']"
,MUX-DAC,Boeing Space,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
,Bipolar,Boeing Space,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
LTC1846L,16 bit ADC,Linear Technology,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
A3PE3000,FPGA,Microsemi,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
RTAX2000S,FPGA,Micorsemi,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
HCC4011,Quad NAND,ST Microelectronics,Y,,,,,,,,,,,,,['SEU:H']
HCC4013,D Flip Flop,ST Microelectronics,Y,,,,,,,,,,,,,['SEU:H']
HCC4066,Quad Bilateral Switch,ST Microelectronics,Y,,,,,,,,,,,,,['SEU:H']
HCC4020B,Counter,ST Microelectronics,Y,,,,,,,,,,,,,['SEU:H']
HCC4041,Buffer Logic,ST Microelectronics,Y,,,,,,,,,,,,,['SEU:H']
UT54ACS193E Fab9/10,Synch 4-bit Up-Down Dual Clock,Aeroflex,Y,,,,,,,,,,,,,['SEU:H']
UT54ACS164E Fab9/10,8-bit Shift Register,Aeroflex,Y,,,,,,,,,,,,,['SEU:H']
UT54ACS109E Fab9/10,Dual J-K Flip Flop,Aeroflex,Y,,,,,,,,,,,,,['SEU:H']
UT54ACS299E Fab9/10,Universal Shift/Storage Register,Aeroflex,Y,,,,,,,,,,,,,['SEU:H']
UT54ACS164646S,16 Bit Register Transceiver Fab9/10,Aeroflex,Y,,,,,,,,,,,,,['SEU:H']
UT69151 Fab9/10,1553 Protocol Device,Aeroflex,Y,,,,,,,,,,,,,['SEU:H']
SDFF Fab9/10,0.6um ASIC Library,Aeroflex,Y,,,,,,,,,,,,,['SEU:H']
LDFFAC Fab9/10,0.6um ASIC Library,Aeroflex,Y,,,,,,,,,,,,,['SEU:H']
DFFAC Fab9/10,0.6um ASIC Library,Aeroflex,Y,,,,,,,,,,,,,['SEU:H']
GOMAR RAM Fab0,0.6um ASIC Library,Aeroflex,Y,,,,,,,,,,,,,['SEU:H']
SDS2APCM Fab10,0.6um ASIC Library,Aeroflex,Y,,,,,,,,,,,,,['SEU:H']
SDS2APCH Fab10,0.6um ASIC Library,Aeroflex,Y,,,,,,,,,,,,,['SEU:H']
SDFFAC2 Fab9/10,0.6um ASIC Library,Aeroflex,Y,,,,,,,,,,,,,['SEU:H']
SDFFAC3 Fab10,0.6um ASIC Library,Aeroflex,Y,,,,,,,,,,,,,['SEU:H']
DP GOMAR Fab10,0.6um ASIC Library,Aeroflex,Y,,,,,,,,,,,,,['SEU:H']
Viretx-5QV,FPGA,Xilinx,Y,,,,,,,,,,,,,"['SEU:H', 'SET:H']"
UT699,Microprocessor,Aeroflex,Y,,,,,,,,,,,,,['SEU:H']
UT16MX110,16:1 Analog Multiplexer,Aeroflex,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEL:H']"
UT16MX111,16:1 Analog Multiplexer,Aeroflex,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEL:H']"
UT16MX112,16:1 Analog Multiplexer,Aeroflex,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEL:H']"
UT16MX113,16:1 Analog Multiplexer,Aeroflex,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEL:H']"
UT16MX114,16:1 Analog Multiplexer,Aeroflex,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEL:H']"
UT16MX115,16:1 Analog Multiplexer,Aeroflex,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEL:H']"
UT16MX116,16:1 Analog Multiplexer,Aeroflex,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEL:H']"
UT16MX117,16:1 Analog Multiplexer,Aeroflex,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEL:H']"
"Test Vehicle, Flip Flop",TSMC CL013G 130nm Process,Aeroflex,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEL:H']"
S29GL512N,NOR Flash Memory,Spansion,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEFI:H', 'SEL:H']"
K9WBG08U1M-PIBO,NAND Flash Memory,Samsung,Y,,,,,,,,,,,,,['SEU:H']
MT29F8G08AAAWP-ET,NAND Flash Memory,Micron,Y,,,,,,,,,,,,,['SEU:H']
K9F4G08UOA,4 Gb SLC NAND Flash,Samsung,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H', 'SEL:H']"
MT29F8G08AAAWP,8 Gb SLC NAND Flash,Micron,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
MT29F16G08ABABAWP,16 Gb SLC NAND Flash,Micron,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
RTAX4000D,FPGA,Microsemi,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
A3PE3000L,FPGA,Microsemi,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
XQR5VFX130,FPGA,Xilinx,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H', 'SEL:H']"
Maestro,Microprocessor,Boeing,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
P5020,Microprocessor,Freescale,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
P2020,Microprocessor,Freescale,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
MAX2112,Tuner,Maxim,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
MT29F32G08ABAA,32 Gb Nand Flash,Micron,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
MT29F64G08CBAAA,64Gb Nand Flash,Micron,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
MT29F128G08EFAAA,128Gb Nand Flash,Micron,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
EDS5108ABTA,SDRAM,Elpida,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
EDS5104ABTA,512Mb SDRAM,Elpida,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
EDS5108ABTA,512Mb SDRAM,Elpida,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
EDS5116ABTA,512Mb SDRAM,Elpida,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
MT29F32GAAA08ABAA,32Gb SLC Nand Flash,Micron,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
MT29F64G08CBAAA,64Gb MLC Nand Flash,Micron,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
MT29F16G08ABACA,16 Gb DDR3 SDRAM,Micron,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
MT29F32G08ABAAA,32 Gb DDR3 SDRAM,Micron,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
K4B4G0846B-HCH9,4 Gb DDR3 SDRAM,Samsung,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
J4208BASE-DJ-F,4 Gb DDR3 SDRAM,Elpida,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
UT8MR2M8,16Mb MRAM,Aeroflex,Y,,,,,,,,,,,,,"['SEU:H', 'SET:H', 'SEFI:H']"
XQR4VLX200,FPGA,Xilinx,Y,Y,,,,,,,,,,,,['SEU:H']
XQR4VSX55,FPGA,Xilinx,Y,Y,,,,,,,,,,,,['SEU:H']
M470T6464QZ3-CE6,SDRAM,Samsung,Y,,,,,,,,,,,,,"['SEU:H', 'SEB:H']"
K9FAG08U0M,16Gb Nand Flash,Samsung,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H', 'SEB:H']"
CDCM7005,Clock Synthesizer,Texas Instruments,Y,,,,,,,,,,,,,['SEU:H']
TLK2711-SP,Transceiver,Texas Instruments,Y,,,,,,,,,,,,,"['SEU:H', 'SET:H', 'SEL:H']"
A3PE3000L,FPGA,Microsemi,Y,,,,,,,,,,,,,['SEU:H']
PIC10F2O6-I/OTG,Microcontroller,Microchip,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
PIC12F675-I/SN,Microcontroller,Microchip,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H', 'SEL:H']"
PIC18F452-I/SN,Microcontroller,Microchip,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H', 'SEL:H']"
MSP430F1611IPM,Microcontroller,Texas Instruments,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
74LVC373AD,Flip-Flop,NXP Semiconductor,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
Virtex-4QV,FPGA,Xilinx,Y,,,,,,,,,,,,,['SEU:H']
Maestro,Microprocessor,,Y,,,,,,,,,,,,,"['SEU:H', 'SET:H']"
Virtex-5QV,FPGA,Xilinx,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
MT29F32G08ABAAA,32 Gb SLC NAND Flash,Micron,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
MT29F64G08CBAAA,64 Gb MLC NAND Flash,Micron,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
MT29F32G08CBAAA,32 Gb MLC NAND Flash,Micron,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
MT29F128G08EFAAA,64 Gb TLC NAND Flash,Micron,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
K9FAG08U0M-HCB0,16 Gb NAND Flash,Samsung,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H']"
ISL70444SEH,Operational Amplifier,Intersil,Y,,Y,,,,,,,,,,,['SEU:H']
XC7K325T-1FBG900C,FPGA,Xilinx,Y,,,,,,,,,,,,,"['SEU:H', 'SEL:H']"
UT699E,Microprocessor,Aeroflex,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEL:H']"
UT8SF2M32,SSRAM,Aeroflex,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEL:H']"
UT8SF2M40,SSRAM,Aeroflex,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEL:H']"
UT8SF2M48,SSRAM,Aeroflex,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEL:H']"
UT8SP2M32,SSRAM,Aeroflex,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEL:H']"
UT8SP2M40,SSRAM,Aeroflex,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEL:H']"
UT8SP2M48,SSRAM,Aeroflex,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEL:H']"
ADC12D1600CCMLS,12 bit ADC,Texas Instruments,Y,,,,,,,,,,,,,"['SEU:H', 'SEFI:H', 'SEL:H']"
ISL71090SEH,Voltage Reference,Intersil,Y,,,Y,,,,,,,,,,['SEU:H']
ISL71091SEH,Voltage Reference,Intersil,Y,,,Y,,,,,,,,,,['SEU:H']
Test Structure,SRAM,,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEL:H']"
Test Structure,SRAM,,Y,,Y,,,,,,,,,,,"['SEU:H', 'SEL:H']"
